"avg_delivery_delay_days","avg_review_score"
"14.31","5.0"
"32.89","5.0"
"8.13","5.0"
"8.22","4.0"
"6.21","5.0"
"11.86","3.0"
"10.66","4.0"
"9.34","1.0"
"6.94","4.0"
"13.82","4.0"
"13.41","5.0"
"15.02","3.0"
"3.22","5.0"
"11.13","5.0"
"24.18","5.0"
"6.02","5.0"
"27.83","1.0"
"11.97","5.0"
"14.47","5.0"
"8.46","1.0"
"4.04","5.0"
"17.73","5.0"
"13.74","3.0"
"6.77","5.0"
"15.81","3.0"
"15.88","3.0"
"19.07","5.0"
"10.21","5.0"
"5.37","3.0"
"14.45","5.0"
"14.46","5.0"
"3.79","5.0"
"19.14","5.0"
"13.91","4.0"
"3.82","5.0"
"7.11","5.0"
"21.91","4.0"
"7.11","5.0"
"9.12","3.0"
"8.38","1.0"
"5.84","5.0"
"8.24","1.0"
"11.24","4.0"
"2.08","1.0"
"16.90","5.0"
"1.43","3.0"
"3.16","4.0"
"23.69","1.0"
"7.18","5.0"
"7.31","4.0"
"25.42","4.0"
"7.22","5.0"
"36.43","1.0"
"8.22","5.0"
"4.13","5.0"
"4.85","5.0"
"5.02","5.0"
"15.23","5.0"
"19.28","5.0"
"10.15","5.0"
"9.13","5.0"
"12.89","5.0"
"16.95","5.0"
"21.33","4.0"
"8.16","5.0"
"7.09","5.0"
"4.90","5.0"
"6.02","5.0"
"6.71","5.0"
"17.44","5.0"
"20.24","5.0"
"8.39","5.0"
"3.86","5.0"
"6.71","5.0"
"3.01","5.0"
"7.89","5.0"
"11.16","5.0"
"4.96","5.0"
"11.22","5.0"
"11.65","1.0"
"13.74","5.0"
"10.26","1.0"
"8.79","5.0"
"7.94","4.0"
"5.02","4.0"
"6.03","5.0"
"9.21","5.0"
"13.86","5.0"
"15.18","5.0"
"9.03","5.0"
"8.24","5.0"
"9.40","5.0"
"10.83","5.0"
"10.22","1.0"
"40.43","1.0"
"10.58","2.0"
"12.27","5.0"
"10.24","5.0"
"17.07","3.0"
"21.72","4.0"
"2.00","5.0"
"20.60","4.0"
"10.13","5.0"
"6.20","5.0"
"10.17","5.0"
"7.20","5.0"
"14.41","4.0"
"65.79","1.0"
"17.37","4.0"
"14.39","5.0"
"13.47","5.0"
"7.64","5.0"
"5.12","5.0"
"1.62","5.0"
"23.62","5.0"
"6.06","5.0"
"13.23","5.0"
"4.06","4.0"
"7.08","5.0"
"6.08","4.0"
"24.74","4.0"
"4.50","5.0"
"7.98","5.0"
"6.17","5.0"
"3.59","5.0"
"5.79","5.0"
"5.85","5.0"
"12.43","4.0"
"6.56","5.0"
"14.25","4.0"
"4.29","4.0"
"10.37","4.0"
"15.75","4.0"
"5.92","1.0"
"6.63","4.0"
"8.13","5.0"
"14.79","5.0"
"13.61","4.0"
"13.29","3.0"
"16.39","5.0"
"6.10","5.0"
"17.74","5.0"
"7.17","5.0"
"7.99","3.0"
"4.30","5.0"
"20.80","4.0"
"7.98","4.0"
"19.26","5.0"
"7.49","5.0"
"26.24","5.0"
"4.39","5.0"
"10.84","4.0"
"13.82","3.0"
"28.21","5.0"
"4.36","5.0"
"4.55","4.0"
"8.72","5.0"
"3.93","5.0"
"5.44","4.0"
"31.50","1.0"
"29.27","2.0"
"20.08","1.0"
"5.16","5.0"
"9.50","5.0"
"8.26","5.0"
"14.51","5.0"
"14.14","1.0"
"2.06","5.0"
"24.73","5.0"
"8.40","3.0"
"2.06","1.0"
"28.88","2.0"
"3.29","1.0"
"11.24","5.0"
"4.95","5.0"
"5.15","4.0"
"28.84","1.0"
"2.06","2.0"
"4.48","4.0"
"4.35","5.0"
"13.70","3.0"
"17.59","5.0"
"19.89","5.0"
"18.79","4.0"
"6.77","4.0"
"14.49","4.0"
"4.37","5.0"
"5.11","5.0"
"13.23","4.0"
"6.56","4.0"
"23.99","3.0"
"7.97","5.0"
"2.78","5.0"
"7.76","5.0"
"9.28","3.0"
"6.86","4.0"
"7.16","5.0"
"10.31","5.0"
"10.37","5.0"
"6.61","5.0"
"15.38","5.0"
"6.81","5.0"
"3.04","5.0"
"29.91","5.0"
"16.11","5.0"
"12.47","2.0"
"21.74","4.0"
"14.95","5.0"
"21.76","4.5"
"5.29","5.0"
"14.37","4.0"
"16.63","2.0"
"3.06","5.0"
"7.32","4.0"
"25.01","3.0"
"27.38","4.0"
"5.95","2.0"
"15.06","4.0"
"7.32","4.0"
"11.24","5.0"
"9.05","5.0"
"5.04","5.0"
"15.06","5.0"
"8.22","5.0"
"5.65","4.0"
"9.22","2.0"
"8.10","5.0"
"24.41","5.0"
"21.01","4.0"
"12.79","5.0"
"12.39","4.0"
"2.89","5.0"
"12.44","3.0"
"9.31","5.0"
"5.10","5.0"
"12.15","4.0"
"15.97","5.0"
"15.28","1.0"
"11.21","5.0"
"59.02","1.0"
"21.02","5.0"
"9.69","5.0"
"4.54","4.0"
"16.35","3.0"
"10.24","4.0"
"8.41","5.0"
"9.66","3.0"
"5.39","5.0"
"7.86","5.0"
"6.16","5.0"
"9.06","1.0"
"8.26","5.0"
"10.99","5.0"
"8.01","5.0"
"7.67","5.0"
"22.82","3.0"
"9.13","4.0"
"8.29","5.0"
"21.06","1.0"
"6.16","1.0"
"20.20","2.0"
"8.84","5.0"
"21.10","5.0"
"3.41","5.0"
"4.01","3.0"
"15.27","5.0"
"26.62","5.0"
"20.00","5.0"
"11.84","1.0"
"23.39","5.0"
"9.09","5.0"
"6.13","5.0"
"25.32","5.0"
"3.09","5.0"
"18.25","5.0"
"9.35","5.0"
"5.87","5.0"
"8.19","5.0"
"13.77","5.0"
"10.48","5.0"
"6.30","4.0"
"4.89","5.0"
"3.94","4.0"
"13.94","3.0"
"1.40","4.0"
"6.22","4.0"
"60.91","4.0"
"10.73","1.0"
"11.84","1.0"
"6.42","1.0"
"3.82","4.0"
"15.43","4.0"
"13.37","5.0"
"15.50","5.0"
"5.00","5.0"
"9.14","5.0"
"7.14","5.0"
"19.16","4.0"
"6.92","4.0"
"18.05","5.0"
"23.92","1.0"
"5.00","1.0"
"5.35","5.0"
"6.03","1.0"
"11.32","5.0"
"9.68","5.0"
"8.68","1.0"
"8.02","4.0"
"3.36","4.0"
"10.12","5.0"
"22.38","4.0"
"13.13","1.0"
"9.29","4.0"
"17.82","2.0"
"19.27","5.0"
"20.96","5.0"
"5.07","4.0"
"4.84","3.0"
"19.52","5.0"
"7.33","4.0"
"5.11","5.0"
"5.09","5.0"
"10.24","5.0"
"18.24","5.0"
"19.33","5.0"
"14.06","1.0"
"14.44","5.0"
"5.67","5.0"
"7.14","5.0"
"8.49","4.0"
"8.74","3.0"
"6.01","5.0"
"26.98","1.0"
"14.49","5.0"
"3.67","5.0"
"7.82","5.0"
"14.19","4.0"
"10.11","5.0"
"5.15","3.0"
"5.79","5.0"
"17.84","5.0"
"24.22","4.0"
"3.55","3.0"
"6.19","4.0"
"14.92","5.0"
"12.26","5.0"
"3.25","5.0"
"3.20","5.0"
"5.40","5.0"
"22.81","5.0"
"12.19","5.0"
"11.44","5.0"
"12.28","5.0"
"7.16","5.0"
"25.81","4.0"
"6.83","5.0"
"11.19","3.0"
"1.58","5.0"
"5.84","1.0"
"3.27","5.0"
"11.14","5.0"
"9.19","5.0"
"7.04","5.0"
"9.09","5.0"
"5.02","5.0"
"9.28","5.0"
"17.68","5.0"
"34.72","4.0"
"15.28","5.0"
"9.04","5.0"
"13.12","4.0"
"7.23","4.0"
"34.10","3.0"
"38.38","1.0"
"5.70","1.0"
"28.91","5.0"
"15.15","4.0"
"10.78","5.0"
"8.87","5.0"
"9.78","5.0"
"6.35","5.0"
"4.90","5.0"
"8.81","5.0"
"4.35","4.0"
"22.92","5.0"
"10.16","5.0"
"6.70","5.0"
"10.49","5.0"
"2.27","5.0"
"20.37","4.0"
"5.29","4.0"
"18.76","5.0"
"4.94","3.0"
"8.51","5.0"
"10.40","5.0"
"8.72","5.0"
"4.76","5.0"
"10.89","5.0"
"6.41","1.0"
"4.68","5.0"
"27.04","5.0"
"8.15","3.0"
"15.70","5.0"
"40.12","1.0"
"25.30","4.0"
"5.99","5.0"
"10.32","5.0"
"9.21","5.0"
"17.53","4.0"
"13.85","5.0"
"10.70","5.0"
"6.20","5.0"
"8.39","1.0"
"6.33","3.0"
"8.46","5.0"
"18.87","4.0"
"27.05","3.0"
"9.23","5.0"
"6.96","5.0"
"1.20","4.0"
"8.66","4.0"
"2.12","5.0"
"12.32","5.0"
"9.23","1.0"
"9.06","5.0"
"7.92","4.0"
"9.52","4.0"
"8.33","5.0"
"9.95","4.0"
"6.11","4.0"
"20.50","3.0"
"4.38","4.0"
"36.15","1.0"
"9.33","5.0"
"29.09","1.0"
"20.10","4.0"
"13.28","5.0"
"10.10","5.0"
"5.96","2.0"
"3.46","5.0"
"7.15","1.0"
"23.31","5.0"
"12.88","4.0"
"25.13","5.0"
"13.22","5.0"
"7.82","4.0"
"5.66","5.0"
"16.15","4.0"
"7.10","5.0"
"14.04","4.0"
"19.76","3.0"
"3.31","4.0"
"10.86","5.0"
"15.11","1.0"
"18.19","2.0"
"8.18","1.0"
"33.06","5.0"
"8.02","4.0"
"12.91","4.0"
"10.43","4.0"
"4.83","4.0"
"5.20","5.0"
"6.11","5.0"
"19.40","4.0"
"10.30","5.0"
"17.29","5.0"
"15.94","5.0"
"8.10","4.0"
"8.10","4.0"
"7.07","5.0"
"15.30","3.0"
"8.30","5.0"
"20.86","5.0"
"7.12","5.0"
"2.13","5.0"
"31.70","2.0"
"10.25","4.0"
"7.25","5.0"
"69.90","1.0"
"5.34","5.0"
"15.08","5.0"
"19.82","4.0"
"48.99","1.0"
"8.07","5.0"
"10.98","5.0"
"8.85","5.0"
"6.31","5.0"
"15.61","5.0"
"35.92","3.0"
"14.05","3.0"
"6.24","5.0"
"22.04","5.0"
"14.17","3.0"
"1.98","3.0"
"10.12","5.0"
"16.90","5.0"
"11.00","1.0"
"7.06","5.0"
"10.97","5.0"
"9.90","5.0"
"12.82","5.0"
"9.84","5.0"
"9.29","5.0"
"12.29","5.0"
"9.69","5.0"
"12.25","5.0"
"5.28","5.0"
"5.98","5.0"
"3.90","5.0"
"26.45","5.0"
"12.36","4.0"
"11.14","5.0"
"7.69","5.0"
"20.14","4.0"
"5.61","4.0"
"26.10","5.0"
"7.48","5.0"
"12.95","5.0"
"12.11","4.0"
"5.76","5.0"
"23.01","5.0"
"9.50","1.0"
"15.99","4.0"
"5.29","4.0"
"32.29","1.0"
"5.84","5.0"
"7.56","3.0"
"14.35","5.0"
"6.87","5.0"
"18.33","4.0"
"9.49","3.0"
"7.44","5.0"
"4.92","4.0"
"36.92","1.0"
"18.09","3.0"
"8.38","5.0"
"5.06","4.0"
"11.82","3.0"
"2.97","5.0"
"18.74","4.0"
"7.01","5.0"
"28.15","3.0"
"9.24","1.0"
"12.06","3.0"
"22.84","4.0"
"6.03","5.0"
"11.18","5.0"
"56.13","2.0"
"25.35","2.0"
"7.90","4.0"
"2.86","3.0"
"16.70","5.0"
"6.02","5.0"
"12.77","4.0"
"14.00","3.0"
"16.66","3.0"
"20.01","5.0"
"7.18","5.0"
"15.81","3.0"
"14.11","5.0"
"9.65","1.0"
"23.19","4.0"
"11.13","5.0"
"11.46","5.0"
"5.90","5.0"
"5.45","5.0"
"7.37","5.0"
"5.90","1.0"
"16.09","5.0"
"8.18","5.0"
"9.78","5.0"
"60.04","1.0"
"9.01","5.0"
"7.99","3.0"
"7.70","2.0"
"9.81","4.0"
"8.99","5.0"
"9.44","5.0"
"5.68","4.0"
"13.79","5.0"
"17.15","5.0"
"7.29","2.0"
"3.05","5.0"
"5.51","5.0"
"13.35","4.0"
"8.79","5.0"
"8.03","5.0"
"38.32","2.0"
"26.70","1.0"
"6.69","5.0"
"6.18","5.0"
"7.28","4.0"
"6.88","5.0"
"14.69","5.0"
"27.20","5.0"
"10.21","5.0"
"8.89","5.0"
"4.28","5.0"
"9.18","5.0"
"13.15","5.0"
"6.46","5.0"
"7.18","5.0"
"28.54","5.0"
"5.46","4.0"
"15.32","5.0"
"13.97","2.0"
"56.03","1.0"
"5.35","5.0"
"15.67","3.0"
"12.93","5.0"
"26.42","4.0"
"13.42","5.0"
"13.02","4.0"
"13.27","5.0"
"6.61","5.0"
"5.36","5.0"
"52.30","1.0"
"44.15","1.0"
"6.73","5.0"
"9.22","5.0"
"2.44","5.0"
"20.03","5.0"
"42.80","1.0"
"24.26","1.0"
"10.83","5.0"
"1.94","5.0"
"11.19","5.0"
"4.37","5.0"
"12.65","5.0"
"7.74","5.0"
"9.00","5.0"
"10.88","4.0"
"5.25","1.0"
"8.17","5.0"
"10.67","5.0"
"22.86","4.0"
"3.23","5.0"
"6.20","5.0"
"7.19","5.0"
"2.86","5.0"
"12.05","5.0"
"3.12","5.0"
"12.58","5.0"
"21.30","5.0"
"9.86","4.0"
"16.16","5.0"
"3.13","4.0"
"8.93","5.0"
"17.08","4.0"
"10.35","5.0"
"6.86","4.0"
"3.58","5.0"
"2.37","5.0"
"14.59","1.0"
"17.27","3.0"
"6.92","5.0"
"20.23","4.0"
"13.32","1.0"
"19.30","4.0"
"12.71","5.0"
"3.45","3.0"
"46.79","1.0"
"2.95","5.0"
"9.35","5.0"
"2.19","5.0"
"8.13","1.0"
"10.87","5.0"
"8.01","5.0"
"12.34","5.0"
"32.84","5.0"
"7.69","4.0"
"31.11","1.0"
"11.04","5.0"
"14.99","1.0"
"4.17","2.0"
"4.33","5.0"
"19.32","5.0"
"13.41","5.0"
"35.07","1.0"
"10.77","5.0"
"4.84","5.0"
"7.96","5.0"
"7.74","1.0"
"12.27","5.0"
"14.22","5.0"
"2.37","5.0"
"10.30","5.0"
"11.09","5.0"
"6.25","5.0"
"5.12","2.0"
"24.82","5.0"
"11.04","5.0"
"29.98","1.0"
"4.79","5.0"
"10.81","5.0"
"5.40","5.0"
"5.68","5.0"
"16.33","3.0"
"8.90","5.0"
"9.73","5.0"
"13.89","5.0"
"13.60","3.0"
"4.78","5.0"
"13.49","5.0"
"6.36","4.0"
"6.98","5.0"
"31.14","2.0"
"7.70","5.0"
"6.41","5.0"
"12.08","4.0"
"9.92","5.0"
"5.73","5.0"
"24.13","1.0"
"9.36","4.0"
"14.15","5.0"
"7.95","5.0"
"4.44","5.0"
"26.13","1.0"
"20.16","1.0"
"20.35","4.0"
"13.68","5.0"
"15.89","5.0"
"6.55","5.0"
"9.18","5.0"
"25.85","5.0"
"3.86","3.0"
"8.41","1.0"
"10.83","5.0"
"6.75","5.0"
"6.04","5.0"
"2.83","4.0"
"3.15","4.0"
"7.06","5.0"
"42.45","2.0"
"11.82","5.0"
"15.94","5.0"
"8.79","5.0"
"15.07","4.0"
"16.13","5.0"
"14.85","4.0"
"14.92","5.0"
"4.22","5.0"
"5.69","5.0"
"15.20","4.0"
"6.85","5.0"
"6.42","5.0"
"17.39","1.0"
"7.97","5.0"
"17.09","1.0"
"19.16","5.0"
"5.92","4.0"
"3.84","1.0"
"20.14","5.0"
"6.30","1.0"
"12.94","5.0"
"4.94","4.0"
"11.09","5.0"
"17.93","5.0"
"5.59","5.0"
"3.72","5.0"
"3.09","5.0"
"4.87","5.0"
"7.55","5.0"
"18.41","5.0"
"7.85","1.0"
"12.16","5.0"
"9.77","5.0"
"16.29","5.0"
"13.08","5.0"
"3.88","5.0"
"7.48","5.0"
"3.46","5.0"
"8.36","3.0"
"12.82","5.0"
"11.81","4.0"
"7.94","5.0"
"6.68","5.0"
"8.36","2.0"
"3.89","5.0"
"28.87","5.0"
"21.55","5.0"
"13.12","5.0"
"12.28","5.0"
"8.50","5.0"
"30.82","4.0"
"9.72","5.0"
"18.18","3.0"
"10.98","5.0"
"17.85","5.0"
"2.89","5.0"
"11.33","5.0"
"17.18","4.0"
"4.48","5.0"
"6.83","5.0"
"8.46","5.0"
"10.52","5.0"
"6.71","5.0"
"10.07","5.0"
"21.07","5.0"
"26.77","5.0"
"11.17","5.0"
"22.02","4.0"
"10.69","4.0"
"10.01","5.0"
"5.48","5.0"
"9.99","4.0"
"37.29","4.0"
"4.95","5.0"
"6.20","3.0"
"4.27","5.0"
"6.79","4.0"
"3.99","4.0"
"2.98","5.0"
"7.30","4.0"
"22.51","5.0"
"16.13","5.0"
"32.79","1.0"
"13.30","5.0"
"5.05","5.0"
"10.50","5.0"
"8.49","5.0"
"13.05","5.0"
"10.78","4.0"
"20.38","5.0"
"10.21","5.0"
"16.12","5.0"
"7.15","5.0"
"1.72","3.0"
"2.02","5.0"
"6.82","5.0"
"37.98","5.0"
"4.50","5.0"
"18.93","3.0"
"10.08","4.0"
"22.49","1.0"
"6.88","5.0"
"16.95","1.0"
"6.92","5.0"
"15.09","3.0"
"3.13","5.0"
"7.30","5.0"
"5.39","5.0"
"12.64","5.0"
"7.04","5.0"
"8.75","5.0"
"25.05","5.0"
"13.11","5.0"
"26.45","1.0"
"5.08","5.0"
"17.17","2.0"
"7.80","5.0"
"10.12","5.0"
"17.05","5.0"
"11.25","5.0"
"6.98","5.0"
"7.90","3.0"
"22.10","4.0"
"12.17","5.0"
"28.35","3.0"
"7.14","5.0"
"10.32","5.0"
"3.12","4.0"
"3.44","5.0"
"9.90","4.0"
"8.21","5.0"
"7.26","4.0"
"12.49","5.0"
"12.18","4.0"
"9.82","5.0"
"9.47","5.0"
"12.78","1.0"
"10.46","4.0"
"5.99","5.0"
"7.26","3.0"
"8.07","5.0"
"12.05","4.0"
"7.10","4.0"
"11.01","5.0"
"2.08","5.0"
"5.74","4.0"
"13.78","5.0"
"3.98","5.0"
"12.04","5.0"
"7.77","5.0"
"5.34","5.0"
"16.20","1.0"
"35.99","1.0"
"10.11","4.0"
"5.85","1.0"
"7.74","4.0"
"14.54","5.0"
"12.30","5.0"
"9.80","5.0"
"12.27","4.0"
"7.93","3.0"
"4.43","1.0"
"1.35","5.0"
"1.95","1.0"
"3.46","5.0"
"4.14","5.0"
"8.18","4.0"
"6.62","5.0"
"10.10","5.0"
"6.14","1.0"
"6.98","5.0"
"14.34","5.0"
"7.71","5.0"
"3.20","2.0"
"5.35","5.0"
"9.27","3.0"
"18.08","4.0"
"10.71","5.0"
"49.99","1.0"
"8.37","5.0"
"28.10","4.0"
"21.77","5.0"
"16.79","5.0"
"9.78","4.0"
"6.99","4.0"
"9.11","5.0"
"8.30","5.0"
"2.29","5.0"
"12.81","4.0"
"7.09","1.0"
"24.07","5.0"
"3.94","5.0"
"12.03","5.0"
"18.13","5.0"
"14.57","4.0"
"9.93","5.0"
"13.97","4.0"
"33.33","2.0"
"6.72","5.0"
"12.12","5.0"
"23.86","5.0"
"9.87","3.0"
"5.95","5.0"
"11.29","5.0"
"4.98","5.0"
"6.90","5.0"
"12.18","4.0"
"16.78","5.0"
"4.42","5.0"
"7.07","5.0"
"14.11","5.0"
"2.94","5.0"
"15.33","4.0"
"17.02","5.0"
"7.83","5.0"
"13.32","4.0"
"16.98","5.0"
"9.98","5.0"
"35.22","1.0"
"11.10","5.0"
"12.26","1.0"
"1.97","5.0"
"22.11","1.0"
"13.14","4.0"
"11.12","5.0"
"51.21","1.0"
"2.49","4.0"
"10.15","1.0"
"7.91","5.0"
"12.16","3.0"
"31.05","2.0"
"14.85","4.0"
"3.15","1.0"
"13.20","5.0"
"28.86","4.0"
"28.95","5.0"
"9.04","5.0"
"9.42","4.0"
"7.41","1.0"
"18.20","5.0"
"4.84","5.0"
"7.00","5.0"
"9.46","5.0"
"9.04","5.0"
"4.58","5.0"
"17.04","5.0"
"20.79","5.0"
"9.31","4.0"
"7.11","5.0"
"5.14","5.0"
"9.31","1.0"
"6.24","5.0"
"39.87","1.0"
"5.47","4.0"
"5.60","5.0"
"18.94","5.0"
"15.02","5.0"
"15.23","4.0"
"8.94","4.0"
"5.95","5.0"
"7.08","5.0"
"7.16","5.0"
"25.69","4.0"
"9.09","5.0"
"4.70","5.0"
"15.41","5.0"
"11.07","5.0"
"8.22","5.0"
"8.26","4.0"
"18.25","4.0"
"6.77","3.0"
"11.06","5.0"
"11.79","4.0"
"14.02","4.0"
"83.76","1.0"
"18.37","5.0"
"17.28","4.0"
"13.37","1.0"
"1.89","5.0"
"5.05","5.0"
"7.10","5.0"
"10.76","5.0"
"15.15","5.0"
"17.14","5.0"
"23.94","4.0"
"18.90","5.0"
"11.63","4.0"
"29.03","4.0"
"22.08","5.0"
"6.05","5.0"
"11.14","4.0"
"15.89","5.0"
"26.61","2.0"
"10.05","5.0"
"24.72","5.0"
"41.68","5.0"
"11.11","5.0"
"8.44","5.0"
"6.29","5.0"
"6.30","4.0"
"1.73","4.0"
"10.16","5.0"
"9.19","5.0"
"18.39","3.0"
"29.99","1.0"
"7.39","4.0"
"21.03","5.0"
"15.34","5.0"
"12.11","5.0"
"17.70","5.0"
"6.34","5.0"
"23.13","5.0"
"27.91","5.0"
"3.55","5.0"
"11.81","3.0"
"9.84","3.0"
"5.32","5.0"
"41.08","1.0"
"13.16","5.0"
"21.19","4.0"
"2.20","5.0"
"11.03","5.0"
"23.99","4.0"
"11.05","5.0"
"5.10","1.0"
"7.06","5.0"
"5.84","5.0"
"14.61","4.0"
"11.77","4.0"
"12.16","5.0"
"10.95","5.0"
"24.75","4.0"
"19.61","5.0"
"6.13","5.0"
"7.13","4.0"
"3.85","5.0"
"5.37","4.0"
"11.27","5.0"
"15.00","4.0"
"17.76","5.0"
"7.40","4.0"
"9.19","5.0"
"8.26","5.0"
"6.16","5.0"
"17.40","5.0"
"18.31","4.0"
"13.21","4.0"
"27.74","4.0"
"21.85","5.0"
"20.04","4.0"
"4.37","5.0"
"4.27","1.0"
"15.30","5.0"
"16.02","5.0"
"27.78","1.0"
"11.84","5.0"
"12.53","4.0"
"19.67","5.0"
"21.37","5.0"
"8.26","4.0"
"3.51","5.0"
"15.85","5.0"
"5.02","5.0"
"17.19","5.0"
"10.01","5.0"
"3.93","5.0"
"10.82","5.0"
"6.04","4.0"
"5.37","5.0"
"17.80","5.0"
"17.34","4.0"
"5.10","5.0"
"23.98","3.0"
"2.18","5.0"
"11.48","5.0"
"22.96","1.0"
"2.98","5.0"
"3.42","1.0"
"6.57","5.0"
"9.10","5.0"
"6.85","5.0"
"21.11","5.0"
"6.09","5.0"
"3.08","5.0"
"10.84","5.0"
"8.07","2.0"
"12.61","5.0"
"3.92","5.0"
"8.87","5.0"
"29.99","3.0"
"7.22","3.0"
"3.35","2.0"
"26.66","3.0"
"11.08","5.0"
"18.16","1.0"
"1.89","5.0"
"5.25","5.0"
"16.57","4.0"
"13.25","5.0"
"11.05","4.0"
"9.78","5.0"
"5.22","5.0"
"8.07","1.0"
"5.84","5.0"
"19.19","5.0"
"16.60","5.0"
"5.06","5.0"
"13.93","5.0"
"27.25","1.0"
"7.79","5.0"
"4.00","5.0"
"4.80","4.0"
"4.13","5.0"
"8.70","5.0"
"5.24","4.0"
"3.59","5.0"
"29.69","3.0"
"1.99","5.0"
"20.98","5.0"
"21.14","4.0"
"11.04","5.0"
"19.27","3.0"
"10.89","5.0"
"17.23","5.0"
"23.10","5.0"
"4.83","4.0"
"37.77","1.0"
"17.89","2.0"
"5.99","5.0"
"24.34","5.0"
"14.41","5.0"
"5.94","5.0"
"17.31","3.0"
"10.42","4.0"
"5.93","5.0"
"21.51","5.0"
"8.84","5.0"
"5.04","5.0"
"1.70","4.0"
"12.08","5.0"
"18.33","5.0"
"7.44","5.0"
"5.87","4.0"
"10.18","4.0"
"25.76","2.0"
"13.94","1.0"
"17.39","4.0"
"14.63","5.0"
"15.88","5.0"
"8.06","5.0"
"22.90","4.0"
"10.02","5.0"
"7.91","5.0"
"3.10","3.0"
"15.75","2.0"
"3.85","5.0"
"7.40","5.0"
"24.94","5.0"
"16.15","4.0"
"7.73","5.0"
"10.09","4.0"
"2.80","5.0"
"17.73","3.0"
"7.43","5.0"
"20.18","2.0"
"8.11","5.0"
"7.79","5.0"
"13.88","3.0"
"1.45","5.0"
"19.62","5.0"
"5.47","4.0"
"2.91","3.0"
"18.88","5.0"
"49.79","1.0"
"6.97","5.0"
"14.22","4.0"
"14.46","5.0"
"5.03","5.0"
"3.40","2.0"
"20.94","1.0"
"11.88","5.0"
"30.05","2.0"
"17.19","4.0"
"43.58","1.0"
"13.90","4.0"
"8.89","5.0"
"14.92","5.0"
"12.24","5.0"
"16.23","5.0"
"16.14","5.0"
"22.23","5.0"
"17.40","4.0"
"9.00","5.0"
"9.34","1.0"
"7.84","1.0"
"4.22","5.0"
"8.85","4.0"
"25.15","4.0"
"19.98","5.0"
"7.99","5.0"
"10.97","1.0"
"25.17","1.0"
"16.16","3.0"
"7.25","5.0"
"10.95","4.0"
"23.03","3.0"
"13.98","5.0"
"2.77","5.0"
"2.82","4.0"
"16.72","3.0"
"11.25","5.0"
"9.71","4.0"
"18.12","5.0"
"10.15","5.0"
"4.40","5.0"
"8.04","5.0"
"12.18","4.0"
"12.80","5.0"
"8.01","2.0"
"48.27","1.0"
"7.21","4.0"
"5.87","5.0"
"10.40","1.0"
"14.64","2.0"
"14.27","5.0"
"6.50","5.0"
"14.54","5.0"
"1.82","5.0"
"44.58","1.0"
"1.52","5.0"
"9.79","4.0"
"14.56","1.0"
"38.09","1.0"
"12.15","5.0"
"22.55","5.0"
"13.59","5.0"
"18.69","4.0"
"15.17","5.0"
"11.95","5.0"
"28.33","4.0"
"14.17","5.0"
"3.96","4.0"
"9.32","5.0"
"28.41","1.0"
"28.07","5.0"
"15.70","5.0"
"6.00","5.0"
"2.28","5.0"
"6.89","5.0"
"12.01","1.0"
"19.19","3.0"
"5.59","5.0"
"2.94","5.0"
"4.75","5.0"
"31.94","4.0"
"7.14","5.0"
"14.32","5.0"
"13.05","3.0"
"12.02","5.0"
"13.02","5.0"
"10.78","5.0"
"13.00","5.0"
"35.73","1.0"
"13.26","4.0"
"5.46","5.0"
"5.25","4.0"
"4.29","1.0"
"11.53","5.0"
"12.61","5.0"
"22.34","1.0"
"21.98","5.0"
"13.98","1.0"
"14.24","4.0"
"17.87","3.0"
"32.39","3.0"
"28.48","1.0"
"23.93","1.0"
"19.82","5.0"
"12.39","1.0"
"4.23","5.0"
"18.98","4.0"
"5.66","5.0"
"26.26","5.0"
"36.35","5.0"
"8.21","4.0"
"7.20","5.0"
"8.39","5.0"
"8.17","3.0"
"36.86","5.0"
"3.25","5.0"
"10.32","5.0"
"9.23","5.0"
"20.13","5.0"
"11.20","5.0"
"6.40","3.0"
"4.35","2.0"
"25.28","4.0"
"15.35","2.0"
"14.19","5.0"
"16.21","3.0"
"14.72","4.0"
"8.37","5.0"
"24.23","1.0"
"16.05","5.0"
"6.62","5.0"
"4.26","5.0"
"7.20","5.0"
"20.51","3.0"
"4.23","5.0"
"13.45","5.0"
"4.83","5.0"
"15.93","4.0"
"7.88","5.0"
"4.34","5.0"
"18.86","5.0"
"24.10","4.0"
"8.11","3.0"
"24.13","5.0"
"22.62","5.0"
"8.61","4.0"
"9.92","3.0"
"13.18","5.0"
"13.24","5.0"
"23.21","2.0"
"3.26","5.0"
"31.49","1.0"
"3.95","4.0"
"5.71","5.0"
"20.37","5.0"
"3.98","5.0"
"16.30","1.0"
"6.09","4.0"
"9.13","5.0"
"10.95","5.0"
"15.24","5.0"
"6.18","5.0"
"10.76","4.0"
"12.58","5.0"
"16.89","5.0"
"7.63","5.0"
"27.90","5.0"
"8.10","5.0"
"11.31","5.0"
"9.65","4.0"
"8.35","4.0"
"16.06","4.0"
"5.93","5.0"
"8.17","5.0"
"11.32","5.0"
"3.84","5.0"
"24.23","5.0"
"11.50","1.0"
"24.38","3.0"
"19.69","1.0"
"9.58","5.0"
"12.01","5.0"
"7.36","5.0"
"10.16","5.0"
"12.33","4.0"
"16.01","5.0"
"6.21","4.0"
"6.18","5.0"
"13.82","5.0"
