"avg_delivery_delay_days","avg_review_score"
"10.20","5.0"
"23.23","5.0"
"19.81","4.0"
"7.95","5.0"
"9.40","4.0"
"16.33","1.0"
"8.91","5.0"
"5.23","1.0"
"18.30","5.0"
"13.37","5.0"
"10.49","5.0"
"6.99","5.0"
"13.16","4.0"
"17.00","5.0"
"2.20","5.0"
"11.82","4.0"
"9.39","5.0"
"12.75","5.0"
"12.04","5.0"
"9.34","4.0"
"24.74","4.0"
"7.13","5.0"
"5.90","3.0"
"16.95","5.0"
"13.50","5.0"
"14.99","5.0"
"13.22","4.0"
"11.31","2.0"
"19.56","3.0"
"15.40","5.0"
"14.91","1.0"
"7.23","5.0"
"10.14","4.0"
"11.20","4.0"
"3.92","5.0"
"8.88","4.0"
"15.86","5.0"
"17.79","5.0"
"10.98","4.0"
"12.63","5.0"
"8.51","5.0"
"10.26","5.0"
"18.84","5.0"
"21.01","5.0"
"18.84","4.0"
"9.73","5.0"
"13.04","5.0"
"10.88","4.0"
"7.31","3.0"
"1.57","5.0"
"15.88","4.0"
"11.92","5.0"
"13.14","5.0"
"7.21","5.0"
"11.75","5.0"
"2.45","5.0"
"23.34","5.0"
"7.20","5.0"
"5.17","5.0"
"7.39","5.0"
"20.98","4.0"
"25.05","1.0"
"8.57","4.0"
"23.01","3.0"
"53.99","1.0"
"3.89","5.0"
"18.97","2.0"
"14.97","5.0"
"14.57","5.0"
"6.35","4.0"
"1.70","5.0"
"10.12","5.0"
"9.28","5.0"
"19.97","4.0"
"8.11","3.0"
"20.96","4.0"
"11.03","5.0"
"15.96","5.0"
"12.19","5.0"
"24.73","5.0"
"16.18","5.0"
"14.99","5.0"
"15.53","5.0"
"10.41","3.0"
"8.27","5.0"
"15.37","5.0"
"20.62","4.0"
"24.12","4.0"
"7.26","5.0"
"16.89","5.0"
"7.64","5.0"
"5.98","5.0"
"6.68","5.0"
"10.75","4.0"
"8.79","1.0"
"16.06","4.0"
"13.18","4.0"
"6.18","5.0"
"7.91","4.0"
"15.55","5.0"
"10.93","5.0"
"23.16","4.0"
"6.79","5.0"
"26.37","1.0"
"14.87","5.0"
"12.74","3.0"
"5.15","5.0"
"20.07","5.0"
"8.32","5.0"
"5.19","5.0"
"8.03","5.0"
"25.39","4.0"
"15.10","3.0"
"35.04","1.0"
"5.29","5.0"
"25.25","3.0"
"7.23","4.0"
"7.01","5.0"
"10.34","4.0"
"27.13","1.0"
"3.85","5.0"
"14.79","5.0"
"6.82","5.0"
"6.70","5.0"
"5.14","5.0"
"5.42","5.0"
"8.36","4.0"
"13.80","4.0"
"15.04","5.0"
"7.38","5.0"
"20.34","5.0"
"10.01","2.0"
"10.81","4.0"
"5.01","5.0"
"11.19","4.0"
"18.18","5.0"
"3.42","4.0"
"5.78","2.0"
"9.39","5.0"
"9.80","4.0"
"16.13","4.0"
"11.19","5.0"
"33.91","1.0"
"9.41","4.0"
"6.58","5.0"
"6.00","5.0"
"18.36","5.0"
"14.19","4.0"
"8.94","5.0"
"45.48","2.0"
"16.28","4.0"
"2.13","5.0"
"14.37","5.0"
"14.80","5.0"
"4.77","4.0"
"13.13","4.0"
"12.78","5.0"
"14.20","5.0"
"19.81","5.0"
"3.24","4.0"
"16.08","4.0"
"34.37","1.0"
"30.19","5.0"
"7.21","5.0"
"19.84","5.0"
"9.08","1.0"
"5.86","5.0"
"25.33","1.0"
"33.47","1.0"
"6.38","5.0"
"10.26","4.0"
"7.60","4.0"
"7.90","1.0"
"22.21","5.0"
"10.36","5.0"
"2.71","5.0"
"5.23","5.0"
"17.39","5.0"
"13.93","5.0"
"5.85","5.0"
"24.75","5.0"
"7.12","4.0"
"5.35","4.0"
"8.91","5.0"
"5.99","5.0"
"20.16","4.0"
"6.57","5.0"
"20.84","4.0"
"2.18","4.0"
"7.18","1.0"
"17.93","5.0"
"3.99","5.0"
"27.90","4.0"
"19.75","5.0"
"2.40","4.0"
"15.71","5.0"
"33.35","3.0"
"18.19","4.0"
"15.33","5.0"
"15.07","5.0"
"7.11","5.0"
"11.85","4.0"
"4.63","5.0"
"15.25","5.0"
"11.94","5.0"
"22.44","4.0"
"26.98","5.0"
"24.26","5.0"
"11.64","5.0"
"13.89","5.0"
"8.14","5.0"
"13.52","5.0"
"3.85","5.0"
"1.26","5.0"
"14.70","4.0"
"6.03","5.0"
"7.30","4.0"
"6.07","3.0"
"14.28","5.0"
"6.71","3.0"
"6.55","4.0"
"4.54","5.0"
"6.10","5.0"
"7.73","5.0"
"12.96","1.0"
"8.75","5.0"
"22.72","4.0"
"6.02","1.0"
"4.46","5.0"
"11.43","5.0"
"6.98","4.0"
"9.18","5.0"
"17.02","5.0"
"16.13","5.0"
"10.72","5.0"
"9.47","5.0"
"6.91","5.0"
"19.00","5.0"
"5.83","4.0"
"15.10","5.0"
"17.35","5.0"
"9.16","5.0"
"14.36","5.0"
"11.03","5.0"
"3.72","5.0"
"5.90","3.0"
"12.21","5.0"
"8.32","1.0"
"7.26","5.0"
"22.79","5.0"
"13.56","4.0"
"10.33","5.0"
"3.69","5.0"
"22.00","5.0"
"7.01","5.0"
"13.20","5.0"
"10.08","3.0"
"10.35","4.0"
"18.18","5.0"
"21.75","5.0"
"10.91","5.0"
"8.78","5.0"
"3.14","4.0"
"10.24","4.0"
"16.84","5.0"
"15.82","5.0"
"8.14","2.0"
"5.78","5.0"
"24.25","5.0"
"11.99","3.0"
"11.29","5.0"
"11.61","5.0"
"7.59","5.0"
"12.62","5.0"
"14.98","2.0"
"3.08","5.0"
"6.23","4.0"
"1.70","5.0"
"8.82","2.0"
"10.29","1.0"
"11.07","5.0"
"22.97","4.0"
"6.51","5.0"
"5.91","4.0"
"7.32","4.0"
"11.83","5.0"
"7.88","3.0"
"20.14","3.0"
"6.25","5.0"
"20.78","5.0"
"10.31","5.0"
"17.09","5.0"
"7.95","4.0"
"4.20","5.0"
"7.87","5.0"
"38.03","2.0"
"14.63","5.0"
"17.25","4.0"
"21.20","5.0"
"6.18","1.0"
"11.98","5.0"
"7.80","5.0"
"19.84","5.0"
"16.11","4.0"
"7.50","5.0"
"5.20","5.0"
"16.27","5.0"
"9.99","5.0"
"45.83","1.0"
"6.21","5.0"
"11.13","5.0"
"13.70","4.0"
"15.02","5.0"
"13.35","4.0"
"5.45","2.0"
"8.28","4.0"
"7.97","4.0"
"7.12","5.0"
"2.78","3.0"
"13.11","4.0"
"7.16","4.0"
"4.93","5.0"
"4.02","5.0"
"3.49","5.0"
"4.76","1.0"
"8.45","5.0"
"14.42","1.0"
"6.55","4.0"
"2.35","5.0"
"7.27","5.0"
"3.14","4.0"
"2.21","5.0"
"7.19","5.0"
"15.57","3.0"
"5.45","5.0"
"12.10","4.0"
"6.81","5.0"
"4.82","5.0"
"8.83","2.0"
"7.61","5.0"
"9.32","5.0"
"9.45","5.0"
"11.99","4.0"
"13.95","5.0"
"14.18","5.0"
"12.18","5.0"
"19.04","3.0"
"11.94","5.0"
"13.69","5.0"
"3.02","5.0"
"12.17","5.0"
"9.73","4.0"
"2.28","5.0"
"10.18","5.0"
"5.09","4.0"
"18.54","5.0"
"6.11","5.0"
"15.93","5.0"
"13.71","5.0"
"16.20","5.0"
"8.62","5.0"
"7.06","5.0"
"8.77","5.0"
"10.93","4.0"
"36.67","5.0"
"13.79","5.0"
"14.96","4.0"
"11.06","5.0"
"9.03","5.0"
"17.33","4.0"
"4.38","4.0"
"6.21","5.0"
"6.82","5.0"
"14.29","5.0"
"9.34","4.0"
"14.09","5.0"
"10.15","5.0"
"6.37","4.0"
"26.85","1.0"
"5.17","5.0"
"25.74","5.0"
"13.23","5.0"
"10.30","5.0"
"18.26","5.0"
"21.92","5.0"
"2.47","4.0"
"7.68","5.0"
"7.17","1.0"
"5.13","3.0"
"10.75","2.0"
"12.39","5.0"
"15.59","4.0"
"8.23","5.0"
"11.99","5.0"
"12.16","5.0"
"3.98","4.0"
"4.13","4.0"
"41.52","1.0"
"18.70","3.0"
"8.18","5.0"
"16.32","5.0"
"10.96","5.0"
"12.79","5.0"
"7.76","2.0"
"13.18","4.0"
"14.65","2.0"
"6.91","3.0"
"3.91","5.0"
"21.73","5.0"
"18.00","3.0"
"7.21","5.0"
"7.17","5.0"
"17.20","5.0"
"34.98","1.0"
"10.07","4.0"
"8.20","4.0"
"17.36","5.0"
"18.84","5.0"
"10.03","4.0"
"7.12","5.0"
"6.20","5.0"
"3.61","5.0"
"17.37","5.0"
"10.10","5.0"
"13.85","5.0"
"13.59","5.0"
"26.57","5.0"
"24.04","5.0"
"6.61","4.0"
"4.40","4.0"
"14.57","4.0"
"30.30","2.0"
"7.47","5.0"
"4.40","4.0"
"13.22","5.0"
"8.32","5.0"
"10.08","5.0"
"11.98","1.0"
"13.25","5.0"
"23.30","5.0"
"19.57","4.0"
"12.17","5.0"
"7.21","5.0"
"5.35","5.0"
"7.78","1.0"
"17.82","1.0"
"8.45","3.0"
"9.96","4.0"
"12.29","4.0"
"12.51","4.0"
"6.75","5.0"
"23.38","5.0"
"46.50","5.0"
"7.74","5.0"
"8.18","4.0"
"6.46","5.0"
"5.05","2.0"
"7.10","5.0"
"9.01","4.0"
"7.35","5.0"
"5.71","5.0"
"12.36","5.0"
"1.70","5.0"
"2.19","3.0"
"4.17","5.0"
"7.11","5.0"
"14.14","5.0"
"19.04","4.0"
"3.09","5.0"
"7.85","5.0"
"26.96","4.0"
"5.18","3.0"
"13.38","5.0"
"24.12","5.0"
"30.85","5.0"
"5.32","5.0"
"18.14","1.0"
"19.21","5.0"
"13.49","4.0"
"2.28","5.0"
"18.00","3.0"
"5.50","4.0"
"4.07","5.0"
"16.01","5.0"
"20.91","5.0"
"2.57","4.0"
"10.22","1.0"
"37.03","3.0"
"11.10","5.0"
"2.07","5.0"
"15.95","5.0"
"13.40","1.0"
"11.14","5.0"
"11.44","5.0"
"9.24","5.0"
"17.09","5.0"
"2.12","5.0"
"15.92","5.0"
"11.42","5.0"
"13.09","5.0"
"8.94","5.0"
"6.85","3.0"
"9.09","5.0"
"22.01","4.0"
"42.81","5.0"
"4.12","1.0"
"4.92","4.0"
"17.04","5.0"
"7.94","4.0"
"11.82","5.0"
"35.88","1.0"
"8.18","5.0"
"22.69","5.0"
"7.85","5.0"
"9.11","5.0"
"1.49","5.0"
"10.84","5.0"
"2.32","5.0"
"9.71","5.0"
"8.00","1.0"
"22.48","5.0"
"7.25","5.0"
"15.69","5.0"
"4.07","5.0"
"7.93","4.0"
"22.93","4.0"
"13.74","5.0"
"45.01","1.0"
"15.15","1.0"
"18.17","3.0"
"5.07","5.0"
"13.21","5.0"
"38.67","4.0"
"13.66","4.0"
"4.85","5.0"
"6.19","4.0"
"7.99","4.0"
"12.79","5.0"
"30.11","1.0"
"9.25","5.0"
"5.03","5.0"
"42.03","4.0"
"1.87","5.0"
"17.22","5.0"
"19.71","5.0"
"12.51","3.0"
"8.99","2.0"
"6.63","5.0"
"7.16","5.0"
"10.34","4.0"
"25.44","5.0"
"11.15","5.0"
"13.07","5.0"
"4.88","5.0"
"11.16","5.0"
"12.15","4.0"
"4.07","5.0"
"8.97","5.0"
"16.06","5.0"
"10.13","5.0"
"53.96","1.0"
"6.05","2.0"
"3.95","5.0"
"54.22","4.0"
"13.91","1.0"
"6.33","1.0"
"5.90","5.0"
"30.43","5.0"
"11.57","3.0"
"7.59","5.0"
"15.02","4.0"
"19.26","4.0"
"27.32","5.0"
"12.17","5.0"
"12.45","5.0"
"12.34","4.0"
"2.05","5.0"
"5.17","5.0"
"7.69","4.0"
"20.13","5.0"
"7.04","4.0"
"10.15","5.0"
"9.91","5.0"
"9.46","4.0"
"13.89","5.0"
"7.22","5.0"
"9.11","4.0"
"5.60","5.0"
"4.44","5.0"
"13.59","4.0"
"20.27","3.0"
"25.09","1.0"
"14.96","4.0"
"14.91","5.0"
"20.34","5.0"
"17.24","5.0"
"11.26","5.0"
"18.22","4.0"
"64.41","1.0"
"10.94","5.0"
"2.88","4.0"
"18.23","5.0"
"1.01","4.0"
"5.32","5.0"
"6.92","4.0"
"6.82","4.0"
"10.14","5.0"
"12.74","5.0"
"11.08","3.0"
"10.90","5.0"
"5.68","2.0"
"13.19","5.0"
"10.58","5.0"
"8.04","5.0"
"20.11","5.0"
"44.10","1.0"
"29.84","4.0"
"1.28","5.0"
"14.93","5.0"
"18.23","5.0"
"3.99","5.0"
"25.30","2.0"
"4.98","1.0"
"6.35","5.0"
"2.91","5.0"
"3.98","5.0"
"11.78","3.0"
"17.25","5.0"
"14.04","5.0"
"12.10","5.0"
"16.35","5.0"
"20.01","3.0"
"29.08","4.0"
"6.98","5.0"
"33.28","4.0"
"12.08","5.0"
"12.21","4.0"
"4.59","5.0"
"7.05","4.0"
"17.33","1.0"
"10.54","5.0"
"15.15","5.0"
"11.33","5.0"
"15.39","1.0"
"19.80","5.0"
"5.98","5.0"
"5.09","5.0"
"17.48","5.0"
"13.18","5.0"
"5.19","5.0"
"14.49","4.0"
"6.34","5.0"
"12.59","1.0"
"22.25","4.0"
"28.20","1.0"
"45.06","1.0"
"2.25","4.0"
"9.39","5.0"
"8.01","5.0"
"24.91","3.0"
"10.84","5.0"
"5.22","5.0"
"11.05","5.0"
"14.25","2.0"
"8.26","4.0"
"5.26","5.0"
"10.11","4.0"
"12.76","5.0"
"2.65","5.0"
"16.07","4.0"
"16.68","4.0"
"2.19","5.0"
"12.87","5.0"
"3.10","1.0"
"14.33","5.0"
"7.56","5.0"
"4.04","5.0"
"14.41","5.0"
"7.91","5.0"
"13.44","5.0"
"8.17","5.0"
"2.09","4.0"
"22.18","5.0"
"10.79","5.0"
"10.78","5.0"
"5.45","4.0"
"5.93","5.0"
"20.44","5.0"
"4.71","5.0"
"12.93","4.0"
"9.18","5.0"
"21.90","5.0"
"8.14","5.0"
"12.04","5.0"
"18.19","3.0"
"15.72","4.0"
"7.94","3.0"
"9.12","4.0"
"11.00","5.0"
"12.65","5.0"
"5.18","5.0"
"7.39","5.0"
"4.07","5.0"
"8.15","4.0"
"13.14","5.0"
"9.08","5.0"
"14.83","5.0"
"10.04","5.0"
"26.10","4.0"
"4.18","5.0"
"47.01","3.0"
"12.84","5.0"
"13.71","5.0"
"9.02","5.0"
"7.36","3.0"
"15.92","3.0"
"18.33","4.0"
"13.02","5.0"
"18.93","5.0"
"16.01","5.0"
"30.58","1.0"
"8.98","5.0"
"35.10","1.0"
"12.60","5.0"
"4.51","5.0"
"10.29","1.0"
"11.73","5.0"
"14.20","1.0"
"14.14","5.0"
"28.83","2.0"
"14.42","5.0"
"2.17","5.0"
"6.11","4.0"
"24.02","5.0"
"2.92","4.0"
"6.25","3.0"
"1.92","5.0"
"3.77","3.0"
"15.71","5.0"
"2.17","5.0"
"8.29","4.0"
"19.74","5.0"
"7.90","5.0"
"12.77","5.0"
"10.93","5.0"
"5.35","5.0"
"6.94","5.0"
"16.65","5.0"
"15.74","3.0"
"23.81","4.0"
"12.84","5.0"
"11.29","4.0"
"12.71","4.0"
"6.27","5.0"
"7.92","5.0"
"11.29","4.0"
"5.25","1.0"
"26.55","5.0"
"16.83","3.0"
"6.21","5.0"
"20.16","1.0"
"24.36","4.0"
"13.20","5.0"
"8.52","5.0"
"6.18","4.0"
"20.14","5.0"
"8.24","5.0"
"4.31","4.0"
"15.16","5.0"
"8.15","5.0"
"6.29","4.0"
"23.10","1.0"
"13.00","4.0"
"26.24","5.0"
"13.64","1.0"
"14.09","5.0"
"15.32","5.0"
"3.25","5.0"
"26.28","5.0"
"7.23","1.0"
"6.52","4.0"
"21.26","5.0"
"41.40","2.0"
"8.45","4.0"
"24.25","4.0"
"14.53","5.0"
"4.97","5.0"
"21.91","5.0"
"5.21","5.0"
"23.39","1.0"
"20.89","5.0"
"18.03","4.0"
"30.15","3.0"
"12.29","4.0"
"4.19","5.0"
"9.41","5.0"
"5.00","5.0"
"16.03","4.0"
"4.51","5.0"
"20.02","4.0"
"4.94","5.0"
"6.30","1.0"
"4.17","4.0"
"15.90","5.0"
"9.26","5.0"
"5.20","2.0"
"12.07","4.0"
"7.86","5.0"
"17.12","5.0"
"8.61","4.0"
"13.68","5.0"
"5.96","5.0"
"40.57","1.0"
"14.52","5.0"
"8.56","5.0"
"11.83","3.0"
"4.96","4.0"
"7.36","4.0"
"8.80","5.0"
"14.69","5.0"
"14.53","5.0"
"11.28","5.0"
"5.73","1.0"
"6.43","5.0"
"24.04","4.0"
"7.09","4.0"
"25.41","5.0"
"18.38","4.0"
"6.11","5.0"
"14.07","5.0"
"9.66","3.0"
"6.22","5.0"
"7.36","1.0"
"21.00","5.0"
"36.30","2.0"
"15.71","5.0"
"11.07","5.0"
"4.79","2.0"
"1.88","5.0"
"8.17","5.0"
"8.60","5.0"
"10.20","1.0"
"17.36","4.0"
"17.55","5.0"
"8.05","5.0"
"5.43","3.0"
"12.14","5.0"
"1.98","5.0"
"14.25","5.0"
"5.96","5.0"
"27.25","5.0"
"8.13","5.0"
"18.14","1.0"
"10.00","1.0"
"15.26","5.0"
"12.21","5.0"
"4.42","5.0"
"14.12","5.0"
"8.09","4.0"
"9.87","3.0"
"8.77","5.0"
"14.84","5.0"
"21.43","1.0"
"5.76","3.0"
"2.74","5.0"
"15.33","5.0"
"23.15","4.0"
"58.64","5.0"
"35.06","3.0"
"21.00","3.0"
"36.63","1.0"
"10.98","4.0"
"11.05","5.0"
"5.99","5.0"
"15.31","5.0"
"8.02","5.0"
"5.25","5.0"
"17.34","5.0"
"1.65","4.0"
"9.94","5.0"
"33.96","2.0"
"6.04","5.0"
"15.92","4.0"
"7.18","5.0"
"8.92","5.0"
"6.26","5.0"
"7.89","5.0"
"6.91","4.0"
"6.14","5.0"
"5.70","5.0"
"11.18","5.0"
"12.13","1.0"
"12.12","5.0"
"29.46","3.0"
"6.24","3.0"
"2.75","4.0"
"19.04","4.0"
"9.93","1.0"
"24.37","5.0"
"38.02","5.0"
"7.88","5.0"
"13.95","5.0"
"12.96","3.0"
"7.13","5.0"
"29.10","3.0"
"23.73","5.0"
"8.10","4.0"
"7.13","5.0"
"30.18","1.0"
"5.56","5.0"
"11.00","5.0"
"49.92","1.0"
"22.02","5.0"
"7.83","5.0"
"6.86","3.0"
"23.14","4.0"
"14.00","5.0"
"8.80","5.0"
"12.92","2.0"
"6.08","5.0"
"21.73","4.5"
"6.93","5.0"
"8.26","3.0"
"7.40","5.0"
"31.31","5.0"
"13.97","1.0"
"2.31","4.0"
"7.04","5.0"
"8.91","5.0"
"5.39","5.0"
"7.54","5.0"
"35.64","1.0"
"5.99","5.0"
"11.13","5.0"
"9.53","5.0"
"9.83","5.0"
"7.93","3.0"
"18.09","5.0"
"50.78","4.0"
"32.44","2.0"
"16.21","4.0"
"13.54","4.0"
"16.31","5.0"
"10.09","3.0"
"23.47","5.0"
"8.35","5.0"
"17.72","5.0"
"10.97","4.0"
"21.33","1.0"
"9.06","5.0"
"5.12","4.0"
"8.90","4.0"
"5.27","3.0"
"20.42","5.0"
"7.12","1.0"
"21.19","5.0"
"27.95","1.0"
"16.34","5.0"
"10.31","3.0"
"6.92","5.0"
"12.69","5.0"
"16.76","2.0"
"26.69","5.0"
"8.95","1.0"
"20.71","5.0"
"2.06","5.0"
"13.86","5.0"
"11.90","5.0"
"15.28","5.0"
"19.36","5.0"
"8.08","5.0"
"8.03","5.0"
"4.66","4.0"
"4.24","4.0"
"21.93","3.0"
"2.21","5.0"
"6.67","4.0"
"4.35","5.0"
"12.51","5.0"
"10.67","5.0"
"9.01","5.0"
"13.06","5.0"
"11.76","5.0"
"4.39","1.0"
"21.29","1.0"
"20.21","2.0"
"8.42","3.0"
"31.86","1.0"
"4.01","5.0"
"12.88","4.0"
"31.67","3.0"
"8.02","3.0"
"9.09","5.0"
"15.89","5.0"
"7.16","5.0"
"6.17","5.0"
"9.59","5.0"
"2.77","5.0"
"11.46","5.0"
"4.26","5.0"
"9.78","5.0"
"31.37","5.0"
"4.94","5.0"
"8.42","5.0"
"9.09","4.0"
"3.62","5.0"
"1.98","5.0"
"3.13","5.0"
"23.30","1.0"
"11.27","5.0"
"14.14","5.0"
"5.09","5.0"
"7.02","5.0"
"21.54","5.0"
"5.53","5.0"
"6.78","1.0"
"9.00","2.0"
"10.32","5.0"
"8.17","5.0"
"7.63","5.0"
"12.62","5.0"
"28.69","1.0"
"9.73","5.0"
"11.97","5.0"
"7.50","5.0"
"13.76","5.0"
"2.90","5.0"
"12.98","5.0"
"5.26","5.0"
"10.97","4.0"
"18.29","4.0"
"16.50","3.0"
"6.50","4.0"
"8.07","5.0"
"16.03","4.0"
"7.41","5.0"
"14.28","5.0"
"5.59","5.0"
"6.69","3.0"
"9.04","5.0"
"4.79","3.0"
"6.14","5.0"
"14.39","4.0"
"3.51","5.0"
"8.17","1.0"
"3.97","5.0"
"15.26","5.0"
"16.67","4.0"
"4.19","5.0"
"69.50","1.0"
"12.02","1.0"
"7.08","4.0"
"6.86","5.0"
"44.80","2.0"
"11.35","1.0"
"23.09","4.0"
"11.85","5.0"
"7.07","5.0"
"8.01","5.0"
"20.26","4.0"
"14.53","4.0"
"7.89","1.0"
"6.27","5.0"
"11.01","4.0"
"12.28","5.0"
"25.50","2.0"
"17.56","2.0"
"22.25","4.0"
"7.64","5.0"
"29.15","5.0"
"26.21","5.0"
"20.44","5.0"
"37.79","3.0"
"11.63","5.0"
"14.79","4.0"
"13.92","4.0"
"9.11","5.0"
"2.81","4.0"
"9.71","5.0"
"5.58","4.0"
"10.15","5.0"
"9.79","5.0"
"6.54","3.0"
"15.75","4.0"
"15.04","5.0"
"16.10","5.0"
"18.37","5.0"
"7.95","5.0"
"13.57","4.0"
"8.03","5.0"
"9.29","5.0"
"13.82","5.0"
"10.98","4.0"
"5.25","4.0"
"7.70","5.0"
"2.29","5.0"
"7.84","4.0"
"32.43","1.0"
"6.46","5.0"
"5.11","3.0"
"6.19","5.0"
"7.13","1.0"
"17.40","4.0"
"19.95","5.0"
"15.36","5.0"
"10.58","4.0"
"25.38","1.0"
"8.06","1.0"
"45.79","3.0"
"9.16","5.0"
"28.56","1.0"
"7.18","5.0"
"12.15","5.0"
"30.23","5.0"
"9.07","3.0"
"16.18","1.0"
"15.73","5.0"
"6.70","5.0"
"4.33","5.0"
"7.25","5.0"
"6.96","5.0"
"9.44","1.0"
"6.88","5.0"
"10.13","5.0"
"12.81","5.0"
"7.26","5.0"
"11.80","5.0"
"15.96","5.0"
"18.10","5.0"
"4.10","4.0"
"10.89","2.0"
"3.77","4.0"
"14.99","5.0"
"8.03","4.0"
"15.55","4.0"
"15.19","5.0"
"2.20","5.0"
"6.13","5.0"
"22.19","5.0"
"14.15","5.0"
"12.46","5.0"
"7.61","5.0"
"13.73","4.0"
"9.58","5.0"
"18.34","5.0"
"6.27","5.0"
"5.31","5.0"
"1.68","5.0"
"33.13","3.0"
"11.22","3.0"
"5.02","5.0"
"9.89","5.0"
"6.93","5.0"
"13.26","5.0"
"7.72","5.0"
"23.76","5.0"
"7.13","5.0"
"5.29","5.0"
"16.92","1.0"
"9.89","2.0"
"5.61","5.0"
"2.49","5.0"
"14.99","3.0"
"19.12","5.0"
"9.29","5.0"
"22.48","4.0"
"7.56","4.0"
"11.17","5.0"
"10.51","5.0"
"10.31","5.0"
"5.15","5.0"
"13.82","5.0"
"11.03","5.0"
"2.46","5.0"
"14.86","5.0"
"4.24","5.0"
"3.69","1.0"
"9.08","5.0"
"23.16","1.0"
"7.06","5.0"
"8.72","5.0"
"30.89","3.0"
"17.26","3.0"
"16.84","5.0"
"13.07","5.0"
"13.35","5.0"
"42.38","4.0"
"6.67","5.0"
"19.11","5.0"
"20.22","4.0"
"11.89","5.0"
"9.64","5.0"
"21.18","3.0"
"19.11","2.0"
"8.99","5.0"
"1.92","5.0"
"14.94","5.0"
"13.14","5.0"
"6.45","5.0"
"20.43","5.0"
"13.50","5.0"
"4.17","5.0"
"14.07","5.0"
"11.13","5.0"
"24.79","4.0"
"8.19","5.0"
"13.82","5.0"
"3.88","5.0"
"7.06","5.0"
"1.17","5.0"
"12.87","5.0"
"6.73","5.0"
"2.13","4.0"
"4.93","5.0"
"14.20","5.0"
"10.89","5.0"
"19.86","4.0"
"7.04","4.0"
"9.76","5.0"
"14.94","5.0"
"11.26","4.0"
"8.72","1.0"
"11.04","5.0"
"13.06","4.0"
"10.03","5.0"
"4.75","5.0"
"11.98","5.0"
"12.72","5.0"
"12.02","1.0"
"36.14","1.0"
"5.29","5.0"
"5.02","4.0"
"21.61","5.0"
"22.39","5.0"
"10.32","4.0"
"5.84","4.0"
"11.99","3.0"
"5.89","2.0"
"3.18","5.0"
"3.75","5.0"
"15.07","5.0"
"3.57","5.0"
"7.93","5.0"
"10.06","5.0"
"14.69","5.0"
"18.03","5.0"
"15.90","2.0"
"6.97","5.0"
"24.78","4.0"
"21.13","5.0"
"1.98","4.0"
"10.31","4.0"
"21.54","4.0"
"2.27","3.0"
"2.50","5.0"
"9.99","5.0"
"1.96","5.0"
"7.14","3.0"
"17.45","5.0"
"8.40","5.0"
"11.08","5.0"
"3.07","5.0"
"12.60","5.0"
"8.21","5.0"
"9.11","5.0"
"11.03","2.0"
"4.35","5.0"
"42.78","3.0"
"3.13","4.0"
"8.05","1.0"
"8.15","1.0"
"9.41","5.0"
"11.75","5.0"
"9.33","4.0"
"12.37","5.0"
"12.21","1.0"
"15.32","5.0"
"10.88","5.0"
"9.81","1.0"
"17.56","5.0"
"2.43","5.0"
"6.82","5.0"
"7.06","5.0"
"34.96","5.0"
"22.06","5.0"
"9.32","5.0"
"9.04","4.0"
"9.50","5.0"
"9.83","2.0"
"10.83","4.0"
"7.07","5.0"
"6.87","5.0"
"17.15","5.0"
"17.92","5.0"
"20.42","5.0"
"17.16","4.0"
"10.20","4.0"
"13.46","3.0"
"14.18","5.0"
"21.79","3.0"
"7.37","5.0"
"3.63","5.0"
"29.94","1.0"
"53.45","1.0"
"9.85","5.0"
"4.15","5.0"
"8.23","5.0"
"5.33","4.0"
"20.32","4.0"
"4.15","5.0"
"9.93","4.0"
"8.95","3.0"
"11.39","5.0"
"6.20","4.0"
"5.13","4.0"
"3.96","5.0"
"11.12","5.0"
"8.22","5.0"
"17.28","5.0"
"12.36","4.0"
"19.87","5.0"
"4.86","5.0"
"6.23","4.0"
"5.06","5.0"
"11.32","5.0"
"28.36","1.0"
"5.55","5.0"
"2.08","4.0"
"5.88","5.0"
"13.02","1.0"
"7.20","3.0"
"4.87","5.0"
"13.38","3.0"
"12.31","5.0"
"10.33","5.0"
"7.81","3.0"
"22.74","5.0"
"13.53","5.0"
"12.73","5.0"
"7.60","5.0"
"9.03","4.0"
"11.96","5.0"
"9.86","5.0"
"6.84","5.0"
"10.29","5.0"
"8.05","5.0"
"3.72","5.0"
"13.31","4.0"
"5.34","5.0"
"6.77","5.0"
"6.35","5.0"
"5.15","5.0"
"6.60","5.0"
"6.27","5.0"
"17.22","3.0"
"2.06","5.0"
"13.28","2.0"
"13.45","5.0"
"8.90","4.0"
"5.41","5.0"
"33.65","5.0"
"51.14","1.0"
"4.21","5.0"
"6.99","5.0"
"3.08","5.0"
"4.15","5.0"
"4.27","4.0"
"46.18","4.0"
"13.06","4.0"
"15.81","5.0"
"9.23","5.0"
"14.27","4.0"
"13.83","5.0"
"5.94","5.0"
"18.96","5.0"
"6.22","3.0"
"16.10","5.0"
"37.82","1.0"
"10.30","5.0"
"11.06","5.0"
"13.41","4.0"
"5.89","5.0"
"8.38","5.0"
"12.47","5.0"
"7.04","5.0"
"7.19","3.0"
"33.40","5.0"
"13.98","4.0"
"6.73","1.0"
"7.41","4.0"
"6.87","5.0"
"7.08","5.0"
"22.81","5.0"
"17.91","5.0"
"3.76","3.0"
"3.52","4.0"
"13.63","5.0"
