"freight_cost","avg_review_score"
"191.11","5.00"
"85.21","5.00"
"53.38","5.00"
"40.46","5.00"
"50.38","5.00"
"49.30","5.00"
"78.15","5.00"
"82.62","5.00"
"90.25","5.00"
"2.47","5.00"
"94.15","5.00"
"181.88","5.00"
"69.51","5.00"
"5.88","5.00"
"62.33","5.00"
"38.56","5.00"
"48.49","5.00"
"43.38","5.00"
"45.33","5.00"
"76.24","5.00"
"83.53","5.00"
"62.01","5.00"
"50.61","5.00"
"28.40","5.00"
"49.60","5.00"
"61.18","5.00"
"45.17","5.00"
"64.34","5.00"
"57.78","5.00"
"85.61","5.00"
"70.95","5.00"
"62.91","5.00"
"0.07","5.00"
"105.54","5.00"
"52.59","5.00"
"177.94","5.00"
"105.70","5.00"
"284.60","5.00"
"161.73","5.00"
"94.47","5.00"
"120.61","5.00"
"71.75","5.00"
"48.48","5.00"
"60.84","5.00"
"177.98","5.00"
"54.96","5.00"
"105.14","5.00"
"79.88","5.00"
"87.84","5.00"
"62.77","5.00"
"71.92","5.00"
"114.20","5.00"
"155.39","5.00"
"68.41","5.00"
"102.74","5.00"
"50.72","5.00"
"80.52","5.00"
"57.96","5.00"
"76.96","5.00"
"46.39","5.00"
"93.35","5.00"
"79.94","5.00"
"33.47","5.00"
"211.66","5.00"
"96.28","5.00"
"104.12","5.00"
"40.75","5.00"
"68.36","5.00"
"38.80","5.00"
"59.28","5.00"
"40.35","5.00"
"69.59","5.00"
"36.64","5.00"
"152.54","5.00"
"149.66","5.00"
"111.21","5.00"
"49.42","5.00"
"173.40","5.00"
"57.77","5.00"
"65.49","5.00"
"105.13","5.00"
"94.93","5.00"
"52.46","5.00"
"40.78","5.00"
"50.10","5.00"
"42.00","5.00"
"193.76","5.00"
"4.75","5.00"
"132.19","5.00"
"110.82","5.00"
"84.93","5.00"
"55.51","5.00"
"81.83","5.00"
"30.69","5.00"
"61.44","5.00"
"194.31","5.00"
"64.79","5.00"
"5.91","5.00"
"89.86","5.00"
"77.53","5.00"
"58.49","5.00"
"2.95","5.00"
"59.17","5.00"
"116.88","5.00"
"41.36","5.00"
"46.84","5.00"
"44.82","5.00"
"70.13","5.00"
"62.82","5.00"
"141.58","5.00"
"174.49","5.00"
"54.88","5.00"
"105.62","5.00"
"70.60","5.00"
"117.02","5.00"
"45.37","5.00"
"80.84","5.00"
"124.74","5.00"
"78.03","5.00"
"3.62","5.00"
"129.74","5.00"
"44.72","5.00"
"45.18","5.00"
"92.67","5.00"
"38.98","5.00"
"95.23","5.00"
"101.03","5.00"
"203.38","5.00"
"55.76","5.00"
"86.36","5.00"
"25.55","5.00"
"37.18","5.00"
"82.56","5.00"
"39.69","5.00"
"54.80","5.00"
"31.24","5.00"
"49.02","5.00"
"70.89","5.00"
"33.05","5.00"
"71.34","5.00"
"31.29","5.00"
"79.97","5.00"
"107.23","5.00"
"36.34","5.00"
"149.01","5.00"
"65.23","5.00"
"44.91","5.00"
"87.83","5.00"
"95.42","5.00"
"29.67","5.00"
"93.14","5.00"
"42.92","5.00"
"51.15","5.00"
"67.22","5.00"
"115.12","5.00"
"88.18","5.00"
"58.39","5.00"
"89.94","5.00"
"85.97","5.00"
"136.80","5.00"
"59.00","5.00"
"124.99","5.00"
"60.53","5.00"
"91.65","5.00"
"126.65","5.00"
"54.84","5.00"
"39.59","5.00"
"90.98","5.00"
"1.08","5.00"
"40.58","5.00"
"116.70","5.00"
"86.97","5.00"
"83.46","5.00"
"48.85","5.00"
"96.55","5.00"
"95.90","5.00"
"88.55","5.00"
"38.47","4.92"
"25.85","4.92"
"12.56","4.91"
"29.04","4.91"
"44.55","4.91"
"7.62","4.91"
"39.84","4.90"
"28.04","4.90"
"37.26","4.90"
"29.21","4.90"
"41.55","4.89"
"11.36","4.89"
"21.95","4.89"
"23.86","4.89"
"37.89","4.88"
"22.50","4.88"
"8.53","4.88"
"10.93","4.88"
"25.79","4.88"
"60.30","4.86"
"29.50","4.86"
"27.63","4.86"
"10.83","4.86"
"26.65","4.86"
"15.02","4.86"
"37.24","4.86"
"38.32","4.86"
"31.83","4.86"
"68.45","4.86"
"38.94","4.85"
"36.69","4.83"
"29.00","4.83"
"29.34","4.83"
"29.47","4.83"
"37.47","4.83"
"24.67","4.83"
"39.65","4.83"
"51.69","4.83"
"28.07","4.83"
"25.43","4.83"
"28.16","4.83"
"25.10","4.83"
"12.15","4.83"
"8.08","4.83"
"9.39","4.83"
"45.99","4.82"
"8.25","4.82"
"11.29","4.82"
"8.02","4.81"
"46.92","4.80"
"57.03","4.80"
"40.23","4.80"
"47.21","4.80"
"21.93","4.80"
"33.11","4.80"
"26.76","4.80"
"9.48","4.80"
"43.78","4.80"
"32.12","4.80"
"48.87","4.80"
"37.39","4.80"
"26.37","4.80"
"40.85","4.80"
"41.41","4.80"
"42.50","4.80"
"30.30","4.80"
"29.71","4.80"
"31.73","4.80"
"33.70","4.80"
"53.21","4.80"
"1.34","4.80"
"42.15","4.80"
"37.17","4.80"
"44.06","4.80"
"10.97","4.80"
"58.06","4.80"
"39.99","4.80"
"45.31","4.80"
"25.60","4.80"
"28.02","4.80"
"20.56","4.79"
"25.24","4.79"
"24.77","4.78"
"29.35","4.78"
"38.02","4.78"
"30.57","4.78"
"28.90","4.78"
"8.42","4.76"
"19.76","4.76"
"27.05","4.76"
"30.77","4.75"
"64.41","4.75"
"9.53","4.75"
"20.39","4.75"
"48.74","4.75"
"42.09","4.75"
"26.34","4.75"
"57.87","4.75"
"38.29","4.75"
"43.06","4.75"
"23.67","4.75"
"28.30","4.75"
"57.47","4.75"
"30.06","4.75"
"63.33","4.75"
"3.38","4.75"
"51.55","4.75"
"34.37","4.75"
"34.05","4.75"
"13.12","4.75"
"51.34","4.75"
"47.77","4.75"
"47.84","4.75"
"24.13","4.75"
"34.67","4.75"
"28.62","4.75"
"5.40","4.75"
"113.72","4.75"
"31.38","4.75"
"21.99","4.75"
"10.88","4.75"
"37.12","4.75"
"8.87","4.75"
"26.18","4.75"
"48.21","4.75"
"10.59","4.75"
"20.24","4.75"
"35.15","4.75"
"32.21","4.75"
"8.15","4.75"
"8.04","4.75"
"24.68","4.75"
"40.19","4.75"
"30.04","4.75"
"60.56","4.75"
"25.34","4.75"
"0.04","4.75"
"47.00","4.75"
"9.78","4.75"
"30.35","4.75"
"34.00","4.75"
"37.07","4.75"
"45.26","4.75"
"13.40","4.74"
"20.51","4.73"
"11.34","4.73"
"65.01","4.71"
"30.15","4.71"
"8.19","4.71"
"44.61","4.71"
"33.24","4.71"
"26.69","4.71"
"40.44","4.71"
"22.15","4.71"
"42.59","4.71"
"39.26","4.71"
"30.27","4.71"
"22.34","4.70"
"37.61","4.70"
"23.87","4.70"
"24.24","4.70"
"12.47","4.70"
"23.12","4.70"
"10.07","4.70"
"11.78","4.69"
"20.62","4.69"
"9.05","4.69"
"9.50","4.69"
"7.71","4.69"
"24.20","4.69"
"8.97","4.68"
"14.60","4.68"
"23.81","4.68"
"9.13","4.68"
"57.40","4.67"
"58.54","4.67"
"34.09","4.67"
"45.86","4.67"
"83.68","4.67"
"37.37","4.67"
"24.23","4.67"
"57.49","4.67"
"40.84","4.67"
"63.98","4.67"
"133.69","4.67"
"62.80","4.67"
"44.17","4.67"
"44.10","4.67"
"60.16","4.67"
"10.43","4.67"
"74.70","4.67"
"28.43","4.67"
"34.96","4.67"
"47.26","4.67"
"52.67","4.67"
"61.51","4.67"
"42.03","4.67"
"63.13","4.67"
"51.74","4.67"
"5.06","4.67"
"53.23","4.67"
"28.65","4.67"
"33.20","4.67"
"19.78","4.67"
"35.30","4.67"
"28.52","4.67"
"42.83","4.67"
"24.47","4.67"
"31.85","4.67"
"43.63","4.67"
"39.21","4.67"
"59.94","4.67"
"43.68","4.67"
"42.90","4.67"
"59.58","4.67"
"46.94","4.67"
"53.41","4.67"
"32.60","4.67"
"35.32","4.67"
"37.16","4.67"
"67.56","4.67"
"62.87","4.67"
"28.73","4.67"
"37.65","4.67"
"37.69","4.67"
"59.92","4.67"
"11.55","4.67"
"60.20","4.67"
"44.69","4.67"
"48.27","4.67"
"185.71","4.67"
"50.74","4.67"
"10.79","4.67"
"58.00","4.67"
"45.82","4.67"
"60.75","4.67"
"18.67","4.67"
"68.52","4.67"
"31.46","4.67"
"4.91","4.67"
"84.63","4.67"
"37.50","4.67"
"31.79","4.67"
"60.76","4.67"
"40.63","4.67"
"26.19","4.67"
"33.63","4.67"
"75.01","4.67"
"36.79","4.67"
"29.26","4.67"
"48.00","4.67"
"61.30","4.67"
"68.40","4.67"
"26.04","4.67"
"40.32","4.67"
"55.82","4.67"
"33.85","4.67"
"71.90","4.67"
"0.10","4.67"
"40.60","4.67"
"60.82","4.67"
"38.77","4.67"
"79.16","4.67"
"44.02","4.67"
"45.74","4.67"
"58.76","4.67"
"39.74","4.67"
"23.64","4.66"
"12.33","4.66"
"27.00","4.66"
"45.72","4.65"
"12.24","4.65"
"14.81","4.65"
"22.83","4.64"
"44.64","4.64"
"37.09","4.64"
"7.64","4.64"
"14.78","4.64"
"21.07","4.64"
"11.39","4.64"
"11.20","4.64"
"8.75","4.64"
"9.18","4.64"
"20.67","4.64"
"27.84","4.64"
"26.23","4.63"
"27.45","4.63"
"17.59","4.63"
"34.66","4.63"
"38.97","4.63"
"12.45","4.63"
"67.40","4.63"
"10.11","4.63"
"9.85","4.63"
"23.84","4.63"
"42.41","4.63"
"51.20","4.63"
"9.02","4.62"
"13.75","4.62"
"23.59","4.62"
"37.54","4.62"
"27.23","4.62"
"9.25","4.62"
"11.27","4.62"
"24.03","4.62"
"23.66","4.62"
"20.05","4.62"
"7.97","4.61"
"24.07","4.60"
"20.31","4.60"
"33.94","4.60"
"12.25","4.60"
"82.92","4.60"
"25.01","4.60"
"33.93","4.60"
"37.14","4.60"
"41.29","4.60"
"24.06","4.60"
"29.54","4.60"
"37.81","4.60"
"27.11","4.60"
"67.96","4.60"
"37.85","4.60"
"51.18","4.60"
"26.07","4.60"
"44.43","4.60"
"53.18","4.60"
"31.91","4.60"
"27.32","4.60"
"26.60","4.60"
"82.70","4.60"
"43.69","4.60"
"42.95","4.60"
"29.56","4.60"
"24.10","4.60"
"69.77","4.60"
"50.81","4.60"
"19.31","4.60"
"95.83","4.60"
"10.30","4.60"
"11.01","4.60"
"67.14","4.60"
"34.99","4.60"
"9.80","4.60"
"43.40","4.60"
"27.85","4.60"
"9.92","4.60"
"9.47","4.59"
"12.98","4.59"
"7.56","4.59"
"23.78","4.59"
"8.44","4.58"
"11.32","4.58"
"7.96","4.58"
"22.08","4.58"
"27.91","4.58"
"27.72","4.58"
"38.46","4.58"
"22.25","4.58"
"14.83","4.58"
"8.55","4.58"
"18.88","4.58"
"12.94","4.58"
"23.98","4.57"
"31.10","4.57"
"10.66","4.57"
"41.01","4.57"
"9.49","4.57"
"9.96","4.57"
"14.27","4.57"
"24.89","4.57"
"38.09","4.57"
"28.08","4.56"
"31.86","4.56"
"13.01","4.56"
"34.32","4.56"
"9.04","4.56"
"34.72","4.56"
"11.17","4.56"
"22.07","4.56"
"9.46","4.56"
"24.98","4.56"
"36.43","4.56"
"19.86","4.56"
"23.47","4.56"
"30.85","4.56"
"22.46","4.55"
"12.78","4.55"
"13.36","4.55"
"7.51","4.55"
"12.16","4.55"
"29.30","4.55"
"14.06","4.55"
"10.47","4.55"
"27.87","4.55"
"34.78","4.55"
"13.89","4.55"
"19.96","4.55"
"8.39","4.54"
"8.62","4.54"
"22.35","4.54"
"19.67","4.54"
"11.61","4.54"
"8.57","4.54"
"8.96","4.54"
"10.09","4.54"
"9.09","4.54"
"18.49","4.53"
"16.55","4.53"
"10.53","4.53"
"23.54","4.53"
"14.74","4.53"
"9.37","4.53"
"24.70","4.53"
"12.86","4.52"
"19.12","4.52"
"17.02","4.52"
"14.77","4.52"
"23.91","4.52"
"24.35","4.51"
"13.55","4.51"
"14.73","4.51"
"13.41","4.51"
"59.31","4.50"
"32.55","4.50"
"31.41","4.50"
"36.00","4.50"
"38.27","4.50"
"40.55","4.50"
"22.02","4.50"
"7.44","4.50"
"64.63","4.50"
"33.64","4.50"
"60.21","4.50"
"53.66","4.50"
"63.11","4.50"
"42.49","4.50"
"73.59","4.50"
"39.40","4.50"
"40.42","4.50"
"39.17","4.50"
"62.29","4.50"
"22.79","4.50"
"115.14","4.50"
"22.75","4.50"
"10.15","4.50"
"47.76","4.50"
"97.16","4.50"
"47.36","4.50"
"375.28","4.50"
"47.93","4.50"
"53.89","4.50"
"65.78","4.50"
"68.09","4.50"
"45.67","4.50"
"49.82","4.50"
"38.12","4.50"
"47.82","4.50"
"60.49","4.50"
"66.17","4.50"
"8.13","4.50"
"40.25","4.50"
"48.96","4.50"
"29.97","4.50"
"67.29","4.50"
"53.12","4.50"
"30.37","4.50"
"25.49","4.50"
"60.88","4.50"
"74.57","4.50"
"115.49","4.50"
"33.02","4.50"
"39.39","4.50"
"55.03","4.50"
"28.12","4.50"
"64.93","4.50"
"24.05","4.50"
"73.22","4.50"
"44.80","4.50"
"37.72","4.50"
"45.58","4.50"
"8.59","4.50"
"1.85","4.50"
"78.42","4.50"
"4.24","4.50"
"12.37","4.50"
"37.58","4.50"
"105.84","4.50"
"40.34","4.50"
"44.78","4.50"
"50.84","4.50"
"50.32","4.50"
"49.40","4.50"
"54.90","4.50"
"52.32","4.50"
"9.43","4.50"
"46.97","4.50"
"33.31","4.50"
"24.99","4.50"
"36.30","4.50"
"1.28","4.50"
"68.82","4.50"
"68.85","4.50"
"29.16","4.50"
"35.68","4.50"
"49.23","4.50"
"14.67","4.50"
"52.62","4.50"
"27.04","4.50"
"34.23","4.50"
"86.77","4.50"
"50.63","4.50"
"29.40","4.50"
"43.99","4.50"
"33.12","4.50"
"67.90","4.50"
"65.02","4.50"
"44.30","4.50"
"50.83","4.50"
"56.85","4.50"
"9.82","4.50"
"126.44","4.50"
"70.14","4.50"
"65.07","4.50"
"48.25","4.50"
"53.50","4.50"
"37.45","4.50"
"37.82","4.50"
"24.46","4.50"
"68.30","4.50"
"62.69","4.50"
"11.96","4.50"
"59.16","4.50"
"59.20","4.50"
"33.56","4.50"
"10.18","4.50"
"58.20","4.50"
"25.42","4.50"
"28.60","4.50"
"35.22","4.50"
"43.85","4.50"
"4.76","4.50"
"61.86","4.50"
"36.62","4.50"
"60.07","4.50"
"20.34","4.50"
"30.32","4.50"
"40.61","4.50"
"13.50","4.50"
"38.63","4.50"
"57.20","4.50"
"90.00","4.50"
"55.55","4.50"
"6.09","4.50"
"28.11","4.50"
"27.92","4.50"
"32.52","4.50"
"60.06","4.50"
"34.71","4.50"
"27.86","4.50"
"81.79","4.50"
"35.75","4.50"
"79.33","4.50"
"10.20","4.50"
"47.22","4.50"
"53.62","4.50"
"29.32","4.50"
"62.07","4.50"
"55.92","4.50"
"57.35","4.50"
"60.67","4.50"
"57.52","4.50"
"6.03","4.50"
"121.95","4.50"
"70.04","4.50"
"51.90","4.50"
"81.03","4.50"
"20.07","4.50"
"52.11","4.50"
"1.36","4.50"
"53.72","4.50"
"9.06","4.50"
"49.80","4.50"
"31.96","4.50"
"80.69","4.50"
"43.00","4.50"
"51.05","4.50"
"58.02","4.50"
"49.08","4.50"
"4.07","4.50"
"51.00","4.50"
"10.71","4.50"
"37.29","4.50"
"44.34","4.50"
"51.39","4.50"
"41.85","4.50"
"41.86","4.50"
"8.69","4.50"
"44.84","4.50"
"46.49","4.50"
"28.71","4.50"
"69.05","4.50"
"41.82","4.50"
"2.10","4.50"
"34.25","4.50"
"47.44","4.50"
"8.09","4.50"
"32.81","4.50"
"28.38","4.50"
"41.61","4.50"
"39.38","4.50"
"24.93","4.50"
"46.07","4.50"
"36.91","4.50"
"39.70","4.50"
"8.28","4.50"
"62.99","4.50"
"63.08","4.50"
"67.54","4.50"
"32.78","4.50"
"43.97","4.50"
"43.48","4.50"
"6.32","4.50"
"43.37","4.50"
"48.70","4.50"
"28.63","4.50"
"12.28","4.50"
"61.12","4.50"
"28.69","4.50"
"11.64","4.50"
"62.45","4.50"
"51.21","4.50"
"59.62","4.50"
"100.68","4.50"
"52.16","4.50"
"50.67","4.50"
"68.94","4.50"
"21.91","4.50"
"41.69","4.50"
"25.20","4.50"
"47.20","4.50"
"59.63","4.50"
"41.57","4.50"
"26.58","4.50"
"123.44","4.50"
"29.95","4.50"
"21.86","4.50"
"26.51","4.50"
"51.35","4.50"
"57.21","4.50"
"28.35","4.50"
"66.21","4.50"
"28.92","4.50"
"44.62","4.50"
"69.55","4.50"
"44.99","4.50"
"49.45","4.50"
"29.08","4.50"
"37.60","4.50"
"42.75","4.50"
"61.15","4.50"
"36.48","4.50"
"59.32","4.50"
"33.92","4.50"
"34.61","4.50"
"50.87","4.50"
"51.52","4.50"
"43.01","4.50"
"75.06","4.50"
"66.18","4.50"
"1.14","4.50"
"75.84","4.50"
"32.24","4.50"
"75.35","4.50"
"24.14","4.50"
"73.63","4.50"
"49.97","4.50"
"3.71","4.50"
"29.84","4.50"
"42.06","4.50"
"81.93","4.50"
"72.91","4.50"
"46.34","4.50"
"42.81","4.50"
"30.90","4.50"
"33.90","4.50"
"38.73","4.50"
"50.49","4.50"
"105.96","4.50"
"73.58","4.50"
"46.27","4.50"
"30.86","4.50"
"36.23","4.50"
"43.45","4.50"
"9.11","4.50"
"40.43","4.50"
"53.88","4.50"
"8.73","4.50"
"37.52","4.50"
"27.67","4.50"
"83.40","4.50"
"57.30","4.50"
"13.53","4.49"
"19.42","4.49"
"21.29","4.48"
"20.23","4.48"
"27.16","4.48"
"19.73","4.48"
"19.81","4.48"
"12.04","4.48"
"9.33","4.48"
"14.82","4.47"
"13.10","4.47"
"26.21","4.47"
"14.40","4.47"
"19.01","4.47"
"7.55","4.47"
"14.89","4.47"
"8.91","4.47"
"8.45","4.47"
"23.68","4.47"
"37.90","4.47"
"19.06","4.47"
"24.66","4.47"
"13.83","4.46"
"25.94","4.46"
"23.05","4.46"
"27.41","4.46"
"29.17","4.46"
"46.48","4.46"
"13.86","4.46"
"15.69","4.45"
"9.29","4.45"
"11.43","4.45"
"11.33","4.45"
"34.97","4.45"
"11.12","4.45"
"26.91","4.45"
"29.59","4.45"
"23.04","4.45"
"12.01","4.45"
"22.56","4.45"
"29.11","4.45"
"24.19","4.44"
"8.49","4.44"
"9.44","4.44"
"21.16","4.44"
"36.03","4.44"
"28.15","4.44"
"26.22","4.44"
"13.96","4.44"
"18.48","4.44"
"23.14","4.44"
"9.40","4.44"
"9.55","4.44"
"25.68","4.43"
"32.79","4.43"
"12.21","4.43"
"7.66","4.43"
"19.35","4.43"
"33.62","4.43"
"15.95","4.43"
"20.10","4.43"
"16.15","4.43"
"27.07","4.43"
"24.64","4.43"
"27.38","4.43"
"8.22","4.43"
"31.23","4.43"
"21.74","4.43"
"10.98","4.43"
"14.63","4.43"
"26.62","4.43"
"10.46","4.43"
"57.28","4.43"
"38.55","4.43"
"30.70","4.43"
"13.62","4.43"
"13.67","4.43"
"19.62","4.43"
"54.02","4.43"
"22.30","4.43"
"13.32","4.43"
"8.82","4.43"
"45.38","4.43"
"33.14","4.43"
"13.91","4.42"
"20.92","4.42"
"19.82","4.42"
"12.75","4.42"
"12.97","4.42"
"24.09","4.42"
"20.57","4.42"
"18.50","4.42"
"16.87","4.42"
"14.62","4.42"
"8.94","4.42"
"34.38","4.42"
"21.11","4.42"
"18.40","4.41"
"26.99","4.41"
"16.33","4.41"
"14.04","4.41"
"9.41","4.41"
"18.58","4.41"
"14.33","4.41"
"9.94","4.41"
"12.22","4.41"
"9.70","4.41"
"20.77","4.41"
"12.81","4.41"
"14.68","4.40"
"18.92","4.40"
"25.50","4.40"
"43.42","4.40"
"25.45","4.40"
"20.76","4.40"
"36.14","4.40"
"19.68","4.40"
"28.77","4.40"
"44.45","4.40"
"27.28","4.40"
"7.50","4.40"
"35.29","4.40"
"20.09","4.40"
"29.05","4.40"
"23.01","4.40"
"28.99","4.40"
"18.80","4.40"
"16.47","4.40"
"36.39","4.40"
"58.78","4.40"
"29.88","4.40"
"51.06","4.40"
"7.58","4.40"
"40.68","4.40"
"31.36","4.40"
"34.36","4.40"
"25.18","4.40"
"10.52","4.40"
"34.45","4.40"
"11.35","4.40"
"21.87","4.40"
"11.07","4.40"
"41.67","4.40"
"35.99","4.40"
"30.26","4.40"
"40.99","4.40"
"86.98","4.40"
"29.83","4.40"
"36.10","4.40"
"8.98","4.39"
"8.76","4.39"
"21.78","4.39"
"8.92","4.39"
"8.11","4.39"
"18.45","4.39"
"18.73","4.39"
"27.13","4.39"
"26.25","4.39"
"23.76","4.39"
"17.08","4.38"
"12.32","4.38"
"17.27","4.38"
"26.30","4.38"
"8.48","4.38"
"29.92","4.38"
"17.71","4.38"
"36.60","4.38"
"28.81","4.38"
"20.38","4.38"
"19.18","4.38"
"38.03","4.38"
"10.31","4.38"
"17.44","4.38"
"25.22","4.38"
"27.96","4.38"
"15.77","4.38"
"23.69","4.38"
"9.63","4.38"
"8.67","4.38"
"20.11","4.38"
"18.93","4.38"
"37.43","4.38"
"17.36","4.38"
"24.83","4.38"
"21.88","4.38"
"28.39","4.38"
"15.96","4.38"
"9.83","4.38"
"16.62","4.38"
"30.31","4.38"
"9.57","4.38"
"14.03","4.38"
"8.38","4.38"
"36.02","4.38"
"30.11","4.37"
"12.44","4.37"
"19.51","4.37"
"22.77","4.37"
"12.17","4.37"
"14.85","4.37"
"12.02","4.37"
"17.29","4.37"
"21.60","4.37"
"17.28","4.37"
"11.77","4.37"
"21.79","4.36"
"8.47","4.36"
"23.13","4.36"
"18.37","4.36"
"22.33","4.36"
"23.89","4.36"
"35.57","4.36"
"9.93","4.36"
"18.54","4.36"
"14.55","4.36"
"98.02","4.36"
"23.02","4.36"
"7.43","4.36"
"14.02","4.36"
"19.89","4.36"
"11.66","4.36"
"31.80","4.36"
"7.90","4.36"
"30.08","4.36"
"35.74","4.36"
"23.20","4.36"
"14.93","4.36"
"9.16","4.36"
"28.29","4.36"
"36.53","4.36"
"27.03","4.36"
"13.51","4.35"
"36.37","4.35"
"19.75","4.35"
"21.53","4.35"
"11.89","4.35"
"18.76","4.35"
"8.81","4.35"
"18.85","4.35"
"23.40","4.35"
"9.73","4.35"
"13.16","4.35"
"18.01","4.35"
"41.53","4.35"
"18.99","4.35"
"13.69","4.35"
"7.68","4.35"
"25.61","4.35"
"18.41","4.34"
"22.10","4.34"
"16.52","4.34"
"9.12","4.34"
"15.41","4.34"
"13.95","4.34"
"18.36","4.34"
"13.56","4.34"
"12.89","4.34"
"42.48","4.33"
"43.50","4.33"
"48.90","4.33"
"32.20","4.33"
"18.87","4.33"
"9.91","4.33"
"30.02","4.33"
"44.41","4.33"
"47.17","4.33"
"47.41","4.33"
"19.29","4.33"
"54.59","4.33"
"19.26","4.33"
"31.33","4.33"
"84.58","4.33"
"88.33","4.33"
"38.87","4.33"
"14.32","4.33"
"43.28","4.33"
"24.33","4.33"
"9.88","4.33"
"23.29","4.33"
"19.54","4.33"
"57.36","4.33"
"8.18","4.33"
"41.19","4.33"
"53.30","4.33"
"41.40","4.33"
"45.01","4.33"
"21.94","4.33"
"57.56","4.33"
"9.81","4.33"
"64.06","4.33"
"2.96","4.33"
"37.36","4.33"
"43.57","4.33"
"30.49","4.33"
"37.84","4.33"
"25.46","4.33"
"10.24","4.33"
"59.97","4.33"
"24.48","4.33"
"52.85","4.33"
"12.40","4.33"
"70.63","4.33"
"11.69","4.33"
"70.96","4.33"
"23.22","4.33"
"46.31","4.33"
"35.18","4.33"
"50.55","4.33"
"9.23","4.33"
"31.58","4.33"
"39.11","4.33"
"29.60","4.33"
"41.30","4.33"
"45.53","4.33"
"27.82","4.33"
"50.86","4.33"
"34.30","4.33"
"31.56","4.33"
"10.84","4.33"
"82.07","4.33"
"3.02","4.33"
"35.71","4.33"
"31.53","4.33"
"45.73","4.33"
"34.51","4.33"
"53.82","4.33"
"55.42","4.33"
"27.40","4.33"
"42.51","4.33"
"35.90","4.33"
"36.25","4.33"
"30.91","4.33"
"35.38","4.33"
"32.75","4.33"
"8.17","4.33"
"37.66","4.33"
"54.68","4.33"
"101.52","4.33"
"47.31","4.33"
"45.42","4.33"
"38.74","4.33"
"46.01","4.33"
"48.56","4.33"
"40.02","4.33"
"59.23","4.33"
"24.76","4.33"
"47.92","4.33"
"52.86","4.33"
"7.52","4.33"
"31.43","4.33"
"47.30","4.33"
"56.93","4.33"
"28.85","4.33"
"37.79","4.33"
"46.24","4.33"
"36.05","4.33"
"43.12","4.33"
"7.61","4.33"
"38.78","4.33"
"45.94","4.33"
"35.98","4.33"
"8.58","4.33"
"57.57","4.33"
"35.13","4.33"
"44.48","4.33"
"32.16","4.33"
"39.49","4.33"
"10.61","4.33"
"9.01","4.33"
"11.08","4.33"
"37.34","4.33"
"30.96","4.33"
"55.41","4.33"
"44.98","4.33"
"57.32","4.33"
"24.22","4.33"
"82.31","4.33"
"60.04","4.33"
"58.11","4.33"
"41.79","4.33"
"60.13","4.33"
"69.90","4.33"
"35.96","4.33"
"8.83","4.33"
"40.17","4.33"
"26.35","4.33"
"48.60","4.33"
"34.02","4.33"
"6.53","4.33"
"19.37","4.33"
"51.04","4.33"
"36.24","4.33"
"42.34","4.33"
"52.93","4.33"
"39.24","4.33"
"23.72","4.33"
"39.00","4.33"
"29.29","4.33"
"16.07","4.33"
"3.39","4.33"
"58.42","4.33"
"24.34","4.33"
"25.80","4.33"
"16.54","4.32"
"12.14","4.32"
"9.65","4.32"
"15.16","4.32"
"12.52","4.32"
"13.44","4.32"
"12.43","4.32"
"12.55","4.32"
"16.50","4.32"
"14.51","4.32"
"13.94","4.32"
"18.22","4.32"
"12.66","4.32"
"21.39","4.32"
"20.18","4.32"
"14.94","4.32"
"19.57","4.32"
"20.32","4.32"
"13.87","4.32"
"13.45","4.32"
"12.80","4.32"
"25.73","4.31"
"26.75","4.31"
"4.66","4.31"
"18.90","4.31"
"21.97","4.31"
"29.09","4.31"
"19.58","4.31"
"18.38","4.31"
"19.22","4.31"
"11.21","4.31"
"9.31","4.31"
"17.57","4.31"
"12.48","4.31"
"13.34","4.31"
"20.30","4.31"
"8.74","4.31"
"9.42","4.31"
"9.77","4.31"
"17.37","4.31"
"19.60","4.31"
"21.89","4.31"
"12.12","4.31"
"12.34","4.30"
"10.21","4.30"
"14.64","4.30"
"24.85","4.30"
"13.24","4.30"
"25.53","4.30"
"14.20","4.30"
"31.87","4.30"
"12.88","4.30"
"9.36","4.30"
"42.73","4.30"
"50.99","4.30"
"14.16","4.30"
"26.72","4.30"
"10.91","4.30"
"19.61","4.30"
"13.60","4.30"
"16.64","4.30"
"17.23","4.30"
"15.55","4.30"
"14.26","4.30"
"13.39","4.30"
"13.85","4.30"
"45.13","4.30"
"20.37","4.30"
"18.31","4.30"
"26.87","4.30"
"19.14","4.30"
"43.04","4.30"
"16.38","4.29"
"25.69","4.29"
"12.42","4.29"
"32.08","4.29"
"17.70","4.29"
"7.91","4.29"
"25.21","4.29"
"24.81","4.29"
"9.14","4.29"
"12.82","4.29"
"13.23","4.29"
"16.42","4.29"
"27.94","4.29"
"47.67","4.29"
"25.14","4.29"
"13.37","4.29"
"11.37","4.29"
"22.27","4.29"
"22.32","4.29"
"8.36","4.29"
"34.55","4.29"
"19.07","4.29"
"13.30","4.29"
"16.25","4.29"
"22.41","4.29"
"22.36","4.29"
"26.79","4.29"
"7.46","4.29"
"24.38","4.29"
"38.99","4.29"
"47.78","4.29"
"24.01","4.29"
"8.32","4.29"
"49.37","4.29"
"29.91","4.29"
"19.71","4.29"
"35.45","4.29"
"17.09","4.29"
"16.03","4.28"
"18.15","4.28"
"15.91","4.28"
"16.80","4.28"
"19.64","4.28"
"11.62","4.28"
